document_file,document_title,image_file,image_reference_type,image_reference_line,detected_image_type,has_interactive_buttons,interactive_buttons_magenta,hard_fail_triggered,hard_fail_reason,score_topic_match,score_detail_match,score_section_relevance,score_visual_evidence,score_contradictions,overall_score,final_verdict,processing_error,processing_warning,image_reference_error,api_http_status,api_finish_reason,api_attempt,match_reasons,missing_evidence
api-ref/source/appendix/obtaining_project_id.rst,Obtaining Project ID,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
api-ref/source/appendix/obtaining_project_id.rst,Obtaining Project ID,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002531894011.jpg,figure,55,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
api-ref/source/appendix/obtaining_the_cluster_id.rst,Obtaining the Cluster ID,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
api-ref/source/appendix/obtaining_the_cluster_id.rst,Obtaining the Cluster ID,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002531894009.png,figure,88,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
api-ref/source/before_you_start.rst,Before You Start,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
api-ref/source/before_you_start.rst,Before You Start,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002500014136.png,figure,50,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
api-ref/source/calling_apis/response.rst,Response,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
api-ref/source/calling_apis/response.rst,Response,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002531894007.png,figure,21,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/creating_and_managing_dws_partitioned_tables.rst,Creating and Managing DWS Partitioned Tables,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/creating_and_managing_dws_partitioned_tables.rst,Creating and Managing DWS Partitioned Tables,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002568591613.png,substitution_image,471,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/creating_and_managing_dws_partitioned_tables.rst,Creating and Managing DWS Partitioned Tables,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002537513428.png,substitution_image,472,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/creating_and_managing_dws_partitioned_tables.rst,Creating and Managing DWS Partitioned Tables,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002537673762.png,substitution_image,473,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/creating_and_managing_dws_tables.rst,Creating and Managing DWS Tables,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/creating_and_managing_dws_tables.rst,Creating and Managing DWS Tables,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001972893569.png,substitution_image,280,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/selecting_a_dws_table_storage_model.rst,Selecting a DWS Table Storage Model,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/creating_and_managing_dws_database_objects/selecting_a_dws_table_storage_model.rst,Selecting a DWS Table Storage Model,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188323816.png,figure,14,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/sql_on_hudi/introduction_to_hudi.rst,Introduction to Hudi,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_data_query/sql_on_hudi/introduction_to_hudi.rst,Introduction to Hudi,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491577.png,substitution_image,38,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001787832492.png,substitution_image,178,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001834631725.png,substitution_image,179,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001787831724.png,substitution_image,180,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001834631305.png,substitution_image,181,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001814324420.png,substitution_image,182,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001861124593.png,substitution_image,183,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001814165292.png,substitution_image,184,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001861005333.png,substitution_image,185,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001814165600.png,substitution_image,186,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001814325508.png,substitution_image,187,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/union_operators.rst,UNION Operators,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_data_query/union_operators.rst,UNION Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001775288212.png,substitution_image,143,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/union_operators.rst,UNION Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002489171010.png,substitution_image,144,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/union_operators.rst,UNION Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002086543721.png,substitution_image,145,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/union_operators.rst,UNION Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001820529137.png,substitution_image,146,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/union_operators.rst,UNION Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001773729626.png,substitution_image,147,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_data_query/with_expressions.rst,WITH Expressions,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_data_query/with_expressions.rst,WITH Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001587804470.png,substitution_image,365,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_database_security_management/dws_user_and_permissions_management/dws_database_permissions_management.rst,DWS Database Permissions Management,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_database_security_management/dws_user_and_permissions_management/dws_database_permissions_management.rst,DWS Database Permissions Management,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001865354729.png,figure,43,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_development_design_proposal/dws_sql_statement_development_specifications/ddl_operations.rst,DDL Operations,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_development_design_proposal/dws_sql_statement_development_specifications/ddl_operations.rst,DDL Operations,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/danger_3.0-en-us.png,substitution_image,46,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_development_design_proposal/dws_stored_procedure_development_specifications.rst,DWS Stored Procedure Development Specifications,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_development_design_proposal/dws_stored_procedure_development_specifications.rst,DWS Stored Procedure Development Specifications,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002100390820.png,substitution_image,118,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_hot_and_cold_data_management.rst,DWS Hot and Cold Data Management,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_hot_and_cold_data_management.rst,DWS Hot and Cold Data Management,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001925462370.png,substitution_image,157,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_hot_and_cold_data_management.rst,DWS Hot and Cold Data Management,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001952581373.png,substitution_image,158,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_hot_and_cold_data_management.rst,DWS Hot and Cold Data Management,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001925621754.png,substitution_image,159,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/nested_materialized_views/creating_a_nested_materialized_view.rst,Creating a Nested Materialized View,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/nested_materialized_views/creating_a_nested_materialized_view.rst,Creating a Nested Materialized View,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002121960909.png,figure,87,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/nested_materialized_views/refreshing_a_nested_materialized_view.rst,Refreshing a Nested Materialized View,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/nested_materialized_views/refreshing_a_nested_materialized_view.rst,Refreshing a Nested Materialized View,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002069905908.png,substitution_image,100,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/nested_materialized_views/refreshing_a_nested_materialized_view.rst,Refreshing a Nested Materialized View,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002105745569.png,substitution_image,101,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/partitioned_materialized_views/creating_a_partitioned_materialized_view.rst,Creating a Partitioned Materialized View,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/partitioned_materialized_views/creating_a_partitioned_materialized_view.rst,Creating a Partitioned Materialized View,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002084209550.png,substitution_image,148,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/partitioned_materialized_views/creating_a_partitioned_materialized_view.rst,Creating a Partitioned Materialized View,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002119776793.png,substitution_image,149,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_materialized_views/asynchronous_materialized_views/partitioned_materialized_views/creating_a_partitioned_materialized_view.rst,Creating a Partitioned Materialized View,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002084058636.png,substitution_image,150,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/overview.rst,Overview,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/overview.rst,Overview,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188482356.png,figure,25,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_data_skew.rst,Optimizing Data Skew,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_data_skew.rst,Optimizing Data Skew,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001163552957.png,substitution_image,372,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_data_skew.rst,Optimizing Data Skew,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001119917890.png,substitution_image,373,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_data_skew.rst,Optimizing Data Skew,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001163513637.png,substitution_image,374,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_data_skew.rst,Optimizing Data Skew,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001163553799.png,substitution_image,375,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_statement_pushdown.rst,Optimizing Statement Pushdown,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_statement_pushdown.rst,Optimizing Statement Pushdown,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610629.png,substitution_image,370,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_statement_pushdown.rst,Optimizing Statement Pushdown,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492284.png,substitution_image,371,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_statistics.rst,Optimizing Statistics,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_statistics.rst,Optimizing Statistics,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233681839.png,figure,140,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_statistics.rst,Optimizing Statistics,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188323770.png,figure,210,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_statistics.rst,Optimizing Statistics,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188642238.png,figure,229,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_subqueries.rst,Optimizing Subqueries,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_subqueries.rst,Optimizing Subqueries,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002228586378.png,substitution_image,503,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_subqueries.rst,Optimizing Subqueries,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002228746202.png,substitution_image,504,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_subqueries.rst,Optimizing Subqueries,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002263585769.png,substitution_image,505,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/optimizing_subqueries.rst,Optimizing Subqueries,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002263665701.png,substitution_image,506,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/proactive_preheating_and_tuning_of_disk_cache.rst,Proactive Preheating and Tuning of Disk Cache,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/proactive_preheating_and_tuning_of_disk_cache.rst,Proactive Preheating and Tuning of Disk Cache,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002059501845.png,substitution_image,46,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/proactive_preheating_and_tuning_of_disk_cache.rst,Proactive Preheating and Tuning of Disk Cache,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002023418392.png,substitution_image,47,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/sql_statement_rewriting_rules.rst,SQL Statement Rewriting Rules,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/sql_statement_rewriting_rules.rst,SQL Statement Rewriting Rules,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233883423.png,figure,33,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/tuning_operators.rst,Tuning Operators,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/tuning_operators.rst,Tuning Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233563361.jpg,substitution_image,62,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/tuning_operators.rst,Tuning Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233883415.png,substitution_image,63,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/tuning_operators.rst,Tuning Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233681853.png,substitution_image,64,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/tuning_operators.rst,Tuning Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188482338.png,substitution_image,65,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/advanced_sql_tuning/tuning_operators.rst,Tuning Operators,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188642252.png,substitution_image,66,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/configuration_parameter_hints.rst,Configuration Parameter Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/configuration_parameter_hints.rst,Configuration Parameter Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610593.png,substitution_image,167,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/dictionary_code_hint.rst,Dictionary Code Hint,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/dictionary_code_hint.rst,Dictionary Code Hint,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651288.png,substitution_image,53,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/drive_hints.rst,Drive Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/drive_hints.rst,Drive Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001858040366.png,substitution_image,60,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/drive_hints.rst,Drive Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001904120381.png,substitution_image,61,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/hint_that_disables_subquery_pull-up.rst,Hint That Disables Subquery Pull-up,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/hint_that_disables_subquery_pull-up.rst,Hint That Disables Subquery Pull-up,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460563364.png,substitution_image,64,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/hint_that_disables_subquery_pull-up.rst,Hint That Disables Subquery Pull-up,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460882872.png,substitution_image,65,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/join_operation_hints.rst,Join Operation Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/join_operation_hints.rst,Join Operation Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460723036.png,substitution_image,49,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/join_order_hints.rst,Join Order Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/join_order_hints.rst,Join Order Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001510402845.png,substitution_image,165,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492316.png,figure,52,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651264.png,figure,67,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492324.png,figure,84,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651272.png,figure,101,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610665.png,figure,119,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491585.png,figure,127,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651268.png,figure,137,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492328.png,figure,145,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_cases.rst,Plan Hint Cases,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610661.png,figure,153,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_optimization.rst,Plan Hint Optimization,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
