document_file,document_title,image_file,image_reference_type,image_reference_line,detected_image_type,has_interactive_buttons,interactive_buttons_magenta,hard_fail_triggered,hard_fail_reason,score_topic_match,score_detail_match,score_section_relevance,score_visual_evidence,score_contradictions,overall_score,final_verdict,processing_error,processing_warning,image_reference_error,api_http_status,api_finish_reason,api_attempt,match_reasons,missing_evidence
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002400313317.png,substitution_image,1051,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002568019184.png,substitution_image,1052,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002367955094.png,substitution_image,1053,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002401354461.png,substitution_image,1054,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002401446241.png,substitution_image,1055,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002598619621.png,substitution_image,1056,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002568087672.png,substitution_image,1057,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002598687323.png,substitution_image,1058,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002568087762.png,substitution_image,1059,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002598687595.png,substitution_image,1060,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002567928432.png,substitution_image,1061,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002568088082.png,substitution_image,1062,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/create_table_partition.rst,CREATE TABLE PARTITION,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002598687701.png,substitution_image,1063,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/drop_table.rst,DROP TABLE,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/tables_and_external_data_sources/drop_table.rst,DROP TABLE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/danger_3.0-en-us.png,substitution_image,73,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/users_and_roles/drop_role.rst,DROP ROLE,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/users_and_roles/drop_role.rst,DROP ROLE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/danger_3.0-en-us.png,substitution_image,59,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/users_and_roles/drop_user.rst,DROP USER,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/users_and_roles/drop_user.rst,DROP USER,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/danger_3.0-en-us.png,substitution_image,70,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/views_and_materialized_views/drop_view.rst,DROP VIEW,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/views_and_materialized_views/drop_view.rst,DROP VIEW,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/danger_3.0-en-us.png,substitution_image,68,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/views_and_materialized_views/refresh_materialized_view.rst,REFRESH MATERIALIZED VIEW,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/views_and_materialized_views/refresh_materialized_view.rst,REFRESH MATERIALIZED VIEW,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002617995731.png,substitution_image,91,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/ddl_syntax/views_and_materialized_views/refresh_materialized_view.rst,REFRESH MATERIALIZED VIEW,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002587396514.png,substitution_image,92,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/explain_plan.rst,EXPLAIN PLAN,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/explain_plan.rst,EXPLAIN PLAN,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811634921.png,substitution_image,127,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/explain_plan.rst,EXPLAIN PLAN,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811515849.png,substitution_image,128,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002318288577.png,substitution_image,493,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002318968541.png,substitution_image,494,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002318853121.png,substitution_image,495,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002284205078.png,substitution_image,496,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002318887361.png,substitution_image,497,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002283848380.png,substitution_image,498,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002283677652.png,substitution_image,499,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002283684468.png,substitution_image,500,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002283915832.png,substitution_image,501,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002318531533.png,substitution_image,502,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002283805422.png,substitution_image,503,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002490483460.png,substitution_image,504,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/insert.rst,INSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002490647638.png,substitution_image,505,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/upsert.rst,UPSERT,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/upsert.rst,UPSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002624830876.png,substitution_image,249,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/upsert.rst,UPSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002655190287.png,substitution_image,250,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/upsert.rst,UPSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002655270363.png,substitution_image,251,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/upsert.rst,UPSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002624831032.png,substitution_image,252,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/insert_and_upsert/upsert.rst,UPSERT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002655190371.png,substitution_image,253,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/merge_into.rst,MERGE INTO,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/merge_into.rst,MERGE INTO,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002611748521.png,substitution_image,178,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002329531189.png,substitution_image,330,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002329412921.png,substitution_image,331,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002295496092.png,substitution_image,332,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002329538117.png,substitution_image,333,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002329355361.png,substitution_image,334,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002295276092.png,substitution_image,335,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002295440492.png,substitution_image,336,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002329391777.png,substitution_image,337,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002329395149.png,substitution_image,338,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002295502584.png,substitution_image,339,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/update.rst,UPDATE,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002329541861.png,substitution_image,340,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/values.rst,VALUES,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dml_syntax/values.rst,VALUES,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002318288577.png,substitution_image,98,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620554803.png,substitution_image,1015,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620474871.png,substitution_image,1016,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002328042830.png,substitution_image,1017,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002361887473.png,substitution_image,1018,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002328057584.png,substitution_image,1019,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002590145640.png,substitution_image,1020,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002590145738.png,substitution_image,1021,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620505331.png,substitution_image,1022,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620505369.png,substitution_image,1023,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002590145872.png,substitution_image,1024,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002589986150.png,substitution_image,1025,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620585799.png,substitution_image,1026,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002589986184.png,substitution_image,1027,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002589987838.png,substitution_image,1028,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620507515.png,substitution_image,1029,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620507581.png,substitution_image,1030,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002589988334.png,substitution_image,1031,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620600599.png,substitution_image,1032,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002620521283.png,substitution_image,1033,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002324210449.png,substitution_image,1034,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002324098581.png,substitution_image,1035,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002324111077.png,substitution_image,1036,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002324253169.png,substitution_image,1037,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select.rst,SELECT,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002324379433.png,substitution_image,1038,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select_into.rst,SELECT INTO,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/dql_syntax/select_into.rst,SELECT INTO,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002618097461.png,substitution_image,82,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811634945.jpg,figure,20,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764675566.png,figure,68,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764675562.png,figure,91,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811515869.png,figure,136,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811515877.png,figure,180,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764675570.png,figure,199,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764516602.jpg,figure,226,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811634941.png,figure,257,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/conditional_expressions.rst,Conditional Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764516598.png,figure,272,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/subquery_expressions.rst,Subquery Expressions,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811634877.png,figure,16,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764675538.png,figure,55,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811515809.png,figure,98,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/expressions/subquery_expressions.rst,Subquery Expressions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764516534.png,figure,139,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/functions_and_operators/call_stack_recording_functions.rst,Call Stack Recording Functions,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/functions_and_operators/call_stack_recording_functions.rst,Call Stack Recording Functions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764675554.png,substitution_image,160,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/sql_syntax_reference/functions_and_operators/hll_functions_and_operators/precision_functions.rst,Precision Functions,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/sql_syntax_reference/functions_and_operators/hll_functions_and_operators/precision_functions.rst,Precision Functions,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001495204945.png,substitution_image,120,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
